movie_idx,similar_idx,similarity
0,117,0.4545454545454546
0,1335,0.36363636363636365
0,149,0.30151134457776363
0,620,0.30151134457776363
0,782,0.30151134457776363
0,928,0.30151134457776363
0,1277,0.30151134457776363
0,162,0.2860387767736777
0,207,0.2860387767736777
0,218,0.2860387767736777
0,326,0.2860387767736777
0,369,0.2860387767736777
0,370,0.2860387767736777
0,372,0.2860387767736777
0,373,0.2860387767736777
0,381,0.2860387767736777
0,422,0.2860387767736777
0,441,0.2860387767736777
0,460,0.2860387767736777
0,496,0.2860387767736777
0,500,0.2860387767736777
0,581,0.2860387767736777
0,681,0.2860387767736777
0,689,0.2860387767736777
0,692,0.2860387767736777
0,735,0.2860387767736777
0,749,0.2860387767736777
0,895,0.2860387767736777
0,1049,0.2860387767736777
0,1053,0.2860387767736777
0,1229,0.2860387767736777
0,1488,0.2860387767736777
0,1680,0.2860387767736777
0,1719,0.2860387767736777
0,157,0.2727272727272727
0,249,0.2727272727272727
0,347,0.2727272727272727
0,453,0.2727272727272727
0,580,0.2727272727272727
0,885,0.2727272727272727
0,940,0.2727272727272727
0,978,0.2727272727272727
0,1430,0.2727272727272727
0,1471,0.2727272727272727
0,1525,0.2727272727272727
0,1739,0.2727272727272727
0,1848,0.2727272727272727
0,526,0.2279211529192759
0,951,0.2279211529192759
0,1012,0.2279211529192759
1,11,0.7999999999999999
1,27,0.7
1,143,0.4
1,1149,0.4
1,121,0.38138503569823695
1,445,0.3651483716701108
1,1831,0.33541019662496846
1,584,0.31622776601683794
1,1359,0.31622776601683794
1,1464,0.31622776601683794
1,25,0.30000000000000004
1,283,0.30000000000000004
1,291,0.30000000000000004
1,313,0.30000000000000004
1,316,0.30000000000000004
1,390,0.30000000000000004
1,472,0.30000000000000004
1,477,0.30000000000000004
1,535,0.30000000000000004
1,553,0.30000000000000004
1,600,0.30000000000000004
1,647,0.30000000000000004
1,703,0.30000000000000004
1,722,0.30000000000000004
1,827,0.30000000000000004
1,957,0.30000000000000004
1,1110,0.30000000000000004
1,1142,0.30000000000000004
1,1390,0.30000000000000004
1,1417,0.30000000000000004
1,1506,0.30000000000000004
1,1717,0.30000000000000004
1,1929,0.30000000000000004
1,2004,0.30000000000000004
1,336,0.2860387767736777
1,399,0.2860387767736777
1,779,0.2860387767736777
1,971,0.2860387767736777
1,92,0.27386127875258315
1,682,0.27386127875258315
1,479,0.23904572186687872
1,764,0.22360679774997896
1,1046,0.22360679774997896
1,1385,0.22360679774997896
1,1395,0.22360679774997896
1,1607,0.22360679774997896
1,1837,0.22360679774997896
1,1928,0.22360679774997896
1,19,0.21081851067789195
1,61,0.21081851067789195
2,443,0.4
2,794,0.3585685828003181
2,286,0.31622776601683794
2,348,0.31622776601683794
2,727,0.31622776601683794
2,1394,0.31622776601683794
2,1684,0.31622776601683794
2,2002,0.31622776601683794
2,7,0.30000000000000004
2,15,0.30000000000000004
2,18,0.30000000000000004
2,30,0.30000000000000004
2,31,0.30000000000000004
2,40,0.30000000000000004
2,41,0.30000000000000004
2,47,0.30000000000000004
2,54,0.30000000000000004
2,70,0.30000000000000004
2,90,0.30000000000000004
2,99,0.30000000000000004
2,100,0.30000000000000004
2,108,0.30000000000000004
2,109,0.30000000000000004
2,112,0.30000000000000004
2,131,0.30000000000000004
2,132,0.30000000000000004
2,145,0.30000000000000004
2,158,0.30000000000000004
2,182,0.30000000000000004
2,206,0.30000000000000004
2,247,0.30000000000000004
2,263,0.30000000000000004
2,323,0.30000000000000004
2,324,0.30000000000000004
2,413,0.30000000000000004
2,430,0.30000000000000004
2,447,0.30000000000000004
2,450,0.30000000000000004
2,507,0.30000000000000004
2,767,0.30000000000000004
2,780,0.30000000000000004
2,781,0.30000000000000004
2,790,0.30000000000000004
2,843,0.30000000000000004
2,1083,0.30000000000000004
2,1138,0.30000000000000004
2,1146,0.30000000000000004
2,1245,0.30000000000000004
2,1336,0.30000000000000004
2,1371,0.30000000000000004
3,36,0.7
3,28,0.6
3,33,0.5
3,35,0.5
3,276,0.5
3,69,0.4767312946227962
3,7,0.4
3,13,0.4
3,14,0.4
3,60,0.4
3,165,0.4
3,212,0.4
3,215,0.4
3,881,0.4
3,362,0.33541019662496846
3,93,0.31622776601683794
3,286,0.31622776601683794
3,348,0.31622776601683794
3,367,0.31622776601683794
3,1684,0.31622776601683794
3,4,0.30000000000000004
3,16,0.30000000000000004
3,22,0.30000000000000004
3,37,0.30000000000000004
3,41,0.30000000000000004
3,42,0.30000000000000004
3,63,0.30000000000000004
3,68,0.30000000000000004
3,70,0.30000000000000004
3,96,0.30000000000000004
3,97,0.30000000000000004
3,101,0.30000000000000004
3,107,0.30000000000000004
3,109,0.30000000000000004
3,111,0.30000000000000004
3,116,0.30000000000000004
3,119,0.30000000000000004
3,134,0.30000000000000004
3,140,0.30000000000000004
3,145,0.30000000000000004
3,158,0.30000000000000004
3,163,0.30000000000000004
3,170,0.30000000000000004
3,171,0.30000000000000004
3,172,0.30000000000000004
3,174,0.30000000000000004
3,180,0.30000000000000004
3,239,0.30000000000000004
3,241,0.30000000000000004
3,257,0.30000000000000004
4,1948,0.3651483716701108
4,623,0.31622776601683794
4,3,0.30000000000000004
4,7,0.30000000000000004
4,25,0.30000000000000004
4,28,0.30000000000000004
4,35,0.30000000000000004
4,36,0.30000000000000004
4,60,0.30000000000000004
4,70,0.30000000000000004
4,109,0.30000000000000004
4,112,0.30000000000000004
4,141,0.30000000000000004
4,158,0.30000000000000004
4,165,0.30000000000000004
4,212,0.30000000000000004
4,215,0.30000000000000004
4,258,0.30000000000000004
4,276,0.30000000000000004
4,305,0.30000000000000004
4,317,0.30000000000000004
4,366,0.30000000000000004
4,394,0.30000000000000004
4,438,0.30000000000000004
4,457,0.30000000000000004
4,687,0.30000000000000004
4,890,0.30000000000000004
4,907,0.30000000000000004
4,985,0.30000000000000004
4,1060,0.30000000000000004
4,1082,0.30000000000000004
4,1218,0.30000000000000004
4,1290,0.30000000000000004
4,1369,0.30000000000000004
4,1388,0.30000000000000004
4,1422,0.30000000000000004
4,1463,0.30000000000000004
4,1514,0.30000000000000004
4,1550,0.30000000000000004
4,1589,0.30000000000000004
4,1637,0.30000000000000004
4,1987,0.30000000000000004
4,1992,0.30000000000000004
4,237,0.2860387767736777
4,828,0.2860387767736777
4,1546,0.2860387767736777
4,1936,0.2860387767736777
4,445,0.27386127875258315
4,794,0.23904572186687872
4,1012,0.23904572186687872
5,29,0.4
5,1554,0.4
5,511,0.38138503569823695
5,110,0.31622776601683794
5,572,0.31622776601683794
5,1119,0.31622776601683794
5,12,0.30000000000000004
5,46,0.30000000000000004
5,161,0.30000000000000004
5,162,0.30000000000000004
5,197,0.30000000000000004
5,207,0.30000000000000004
5,279,0.30000000000000004
5,312,0.30000000000000004
5,333,0.30000000000000004
5,381,0.30000000000000004
5,391,0.30000000000000004
5,426,0.30000000000000004
5,460,0.30000000000000004
5,468,0.30000000000000004
5,497,0.30000000000000004
5,840,0.30000000000000004
5,850,0.30000000000000004
5,1323,0.30000000000000004
5,1935,0.30000000000000004
5,220,0.2860387767736777
5,266,0.2860387767736777
5,518,0.2860387767736777
5,912,0.2860387767736777
5,1180,0.2860387767736777
5,346,0.27386127875258315
5,310,0.253546276418555
5,1026,0.23904572186687872
5,362,0.22360679774997896
5,675,0.22360679774997896
5,788,0.22360679774997896
5,976,0.22360679774997896
5,1044,0.22360679774997896
5,1195,0.22360679774997896
5,1607,0.22360679774997896
5,1839,0.22360679774997896
5,93,0.21081851067789195
5,106,0.21081851067789195
5,184,0.21081851067789195
5,191,0.21081851067789195
5,229,0.21081851067789195
5,244,0.21081851067789195
5,252,0.21081851067789195
5,268,0.21081851067789195
5,288,0.21081851067789195
6,43,0.31622776601683794
6,46,0.31622776601683794
6,152,0.30151134457776363
6,414,0.2357022603955158
6,728,0.2357022603955158
6,919,0.2357022603955158
6,935,0.2357022603955158
6,974,0.2357022603955158
6,1140,0.2357022603955158
6,188,0.2222222222222222
6,193,0.2222222222222222
6,482,0.2222222222222222
6,809,0.2222222222222222
6,918,0.2222222222222222
6,1200,0.2222222222222222
6,1279,0.2222222222222222
6,1368,0.2222222222222222
6,1433,0.2222222222222222
6,1455,0.2222222222222222
6,23,0.21081851067789195
6,38,0.21081851067789195
6,45,0.21081851067789195
6,147,0.21081851067789195
6,150,0.21081851067789195
6,197,0.21081851067789195
6,422,0.21081851067789195
6,548,0.21081851067789195
6,625,0.21081851067789195
6,732,0.21081851067789195
6,754,0.21081851067789195
6,894,0.21081851067789195
6,1071,0.21081851067789195
6,1229,0.21081851067789195
6,1447,0.21081851067789195
6,1654,0.21081851067789195
6,2009,0.21081851067789195
6,532,0.20100756305184242
6,1409,0.20100756305184242
6,1040,0.19245008972987526
6,1393,0.13608276348795434
6,1776,0.13608276348795434
6,1885,0.13608276348795434
6,479,0.1259881576697424
6,1026,0.1259881576697424
6,1432,0.1259881576697424
6,1814,0.1259881576697424
6,1894,0.1259881576697424
6,8,0.1178511301977579
6,153,0.1178511301977579
6,222,0.1178511301977579
7,112,0.6
7,3,0.4
7,16,0.4
7,22,0.4
7,28,0.4
7,35,0.4
7,36,0.4
7,60,0.4
7,111,0.4
7,145,0.4
7,165,0.4
7,212,0.4
7,215,0.4
7,276,0.4
7,856,0.4
7,362,0.33541019662496846
7,417,0.33541019662496846
7,93,0.31622776601683794
7,367,0.31622776601683794
7,1684,0.31622776601683794
7,2,0.30000000000000004
7,4,0.30000000000000004
7,13,0.30000000000000004
7,14,0.30000000000000004
7,33,0.30000000000000004
7,37,0.30000000000000004
7,42,0.30000000000000004
7,63,0.30000000000000004
7,70,0.30000000000000004
7,96,0.30000000000000004
7,101,0.30000000000000004
7,107,0.30000000000000004
7,109,0.30000000000000004
7,116,0.30000000000000004
7,119,0.30000000000000004
7,134,0.30000000000000004
7,140,0.30000000000000004
7,158,0.30000000000000004
7,163,0.30000000000000004
7,170,0.30000000000000004
7,171,0.30000000000000004
7,172,0.30000000000000004
7,174,0.30000000000000004
7,239,0.30000000000000004
7,241,0.30000000000000004
7,257,0.30000000000000004
7,269,0.30000000000000004
7,312,0.30000000000000004
7,322,0.30000000000000004
7,327,0.30000000000000004
8,235,0.33541019662496846
8,222,0.24999999999999994
8,804,0.24999999999999994
8,1042,0.24999999999999994
8,194,0.2357022603955158
8,711,0.2357022603955158
8,1119,0.2357022603955158
8,1694,0.2357022603955158
8,43,0.22360679774997896
8,62,0.22360679774997896
8,65,0.22360679774997896
8,76,0.22360679774997896
8,274,0.22360679774997896
8,283,0.22360679774997896
8,319,0.22360679774997896
8,492,0.22360679774997896
8,626,0.22360679774997896
8,651,0.22360679774997896
8,706,0.22360679774997896
8,797,0.22360679774997896
8,865,0.22360679774997896
8,909,0.22360679774997896
8,965,0.22360679774997896
8,1329,0.22360679774997896
8,1513,0.22360679774997896
8,1682,0.22360679774997896
8,1702,0.22360679774997896
8,1409,0.21320071635561041
8,1683,0.21320071635561041
8,176,0.2041241452319315
8,1393,0.14433756729740646
8,1776,0.14433756729740646
8,1885,0.14433756729740646
8,479,0.13363062095621217
